,omni_id,date,century,dominant_color,dominant_color_family,palette,description,sentiment,image_url
979,9018169,1769,18,#29261e,Blacks,"['#c5bfa8', '#aca58c', '#a0997f', '#7b755f', '#1e1d16', '#e7e4d0', '#d3d0bb', '#b7b097', '#56503e', '#474232', '#363227', '#29261e']","the english printmaker richard earlom produced multiple mezzotints of old master works, including this scene by the 17th-century dutch painter meindert hobbema. characteristic of hobbemas style is the shaded foreground, with occasional flickers of light that lengthen the shadows of figures and cows and contrast with an area of warm light in the background. hobbemas works show a desire to present landscape as an idyllic environment, ordered and regulated by man, an idea that spoke to earlom, as is clear in many of his own orderly landscapes and market scenes.",0,"https://lakeimagesweb.artic.edu/iiif/2/f7a9ad88-e610-8f14-c69d-ff1b2785f0c5/full/6000,/0/default.jpg"
980,9018172,1775,18,#e4e2cf,Whites,"['#f9f7e7', '#514933', '#423b27', '#38311f', '#f0eedd', '#e4e2cf', '#d0ccb7', '#7d765b', '#61583f', '#312a19', '#2a2617', '#1f1a0d']","john boydell embarked on a monumental publication documenting the art collection of sir robert walpole, britains first prime minister. boydell contracted 45 engravers to create 162 prints, of which richard earloms are considered the most notable. motivated by nationalistic pride, boydell sought to broadcast british patronage and connoisseurship of art to an international audience, as well as to encourage parliament to purchase the collection for the nation from walpoles grandson. his efforts were not entirely successful; catherine the great, the empress of russia, eventually acquired the entirety of walpoles holdings. regarded as one of the finest groupings of old master european paintings, these worksincluding a fruit market  by frans snyders, reproduced in this mezzotint by earlomcan be seen at the state hermitage museum in saint petersburg.",2,"https://lakeimagesweb.artic.edu/iiif/2/1a1bbe7c-64ee-e16c-ed2c-63f32b344608/full/6000,/0/default.jpg"
981,9018176,1553,16,#eeecdd,Whites,"['#efedde', '#a5a38b', '#84836d', '#6a6956', '#f1f0e2', '#eeecdd', '#dfdcc9', '#c3c0a8', '#b7b49a', '#afac93', '#9a9881', '#8f8e7a']","this enigmatic subject has never fully been explained. unlike the princess in the saint george roundel by martin schongauer  on view in gallery 202a, this regal woman wards off the dragon with her scepter. in the vignette above, a stunned female entourage watches as she flies away on the beasts back. the works large scale and perspectival background scene suggest it was intended as a design for a stained-glass window.",-1,"https://lakeimagesweb.artic.edu/iiif/2/150655ee-d9e6-bf4c-0096-544b6c60d491/full/6000,/0/default.jpg"
982,9018177,1781,18,#251f10,Blacks,"['#f7f3df', '#e7e3ce', '#e1dbc5', '#c9c1a3', '#998f70', '#251f10', '#efead6', '#ebe4cf', '#e6dec8', '#847a5d', '#6f664a', '#4f462e']","richard earlom was one of many talented printmakers to work on john boydells massive printing project to reproduce sir robert walpoles painting collection at houghton. the finished two-volume book included 162 prints, including 27 by earlom.  earlom was particularly favored for his ability to re-create painterly tones in his mezzotints, as is evidenced by this fruit piece and flower piece.",1,"https://lakeimagesweb.artic.edu/iiif/2/0c1d540c-5da6-59d2-5660-1e68eef4488a/full/6000,/0/default.jpg"
983,9018179,2005,21,#323232,Blacks,"['#faf9f3', '#9f9d98', '#555555', '#414141', '#272727', '#dbdad3', '#686866', '#60605f', '#5c5c5b', '#4e4e4e', '#4a4a49', '#323232']","since its inception in the early 1990s, digital architecture has moved into widening frontiers, fusing with other disciplines to enable unexpected formal explorations and generate new typologies that are changing the way in which structures are aestheticized and fabricated. as the field has matured, hernan daz alonso, principal architect of the los angeles firm xefirotarch, has emerged as a significant figure; his studios grotesque, animal-like forms exemplify just how far digital practice has evolved. shown here is the model for sur, the firms winning entry for the museum of modern art/p.s.1 young architects program. the piece is composed of an acrylic surface that supports three-dimensional forms printed from nylon composite. the actual pavilion was constructed of bent aluminum tubing clad with reflective fabric sheathing and fiberglass benches and platforms painted ferrari red. the title sur, taken from a popular arge",0,"https://lakeimagesweb.artic.edu/iiif/2/29936d9f-5624-c271-de49-4554c4d85357/full/6000,/0/default.jpg"
984,9018180,1773,18,#d6c7b1,Yellows,"['#ece1ce', '#d6c7b1', '#887f73', '#564f48', '#4d4741', '#3e3936', '#3b3531', '#322d2b', '#605850', '#46403c', '#433c38', '#37322f']","joseph wright of derby's painting an iron forge was first exhibited in june 1772, and its publication as a mezzotint, executed by the master engraver richard earlom, followed six months later. the choice of subject reflects wright's interest in unusual light effects and his connections to science and industry.",0,"https://lakeimagesweb.artic.edu/iiif/2/3e9e55f1-c4f9-d3b8-1ee9-68f1439c11dc/full/6000,/0/default.jpg"
985,9018189,1774,18,#362b1e,Blacks,"['#cbc1af', '#c2b59c', '#aa9b7e', '#8f7f62', '#79694c', '#493b27', '#362b1e', '#d1cabc', '#c7bca8', '#bbac91', '#66563b', '#584830']","beginning in 1774, richard earlom produced 200 mezzotints after a famous album of claude lorrain landscape drawings then in the collection of the duke of devonshire, chatsworth . published in two volumes in 1777, the liber veritatis became earloms most influential publication. most famously, it inspired j. m. w. turners partially mezzotint liber studiorum, especially his elevated pastoral category.",2,"https://lakeimagesweb.artic.edu/iiif/2/4c59fcec-80d8-1808-af6c-ad42f6f82e96/full/6000,/0/default.jpg"
986,9018190,1772,18,#2c2621,Blacks,"['#d6c5aa', '#b5a58f', '#9a8b76', '#807360', '#726554', '#574d41', '#f2e4cb', '#8f806b', '#675c4e', '#42382f', '#362e27', '#2c2621']","this monumental mezzotint was created by richard earlom, a professional engraver who translated the work of joseph wright of derby, henry fuseli, and others.  earloms extraordinary control of the mezzotint process is clear in the brilliant light pouring from the left, selectively illuminating the jostling crowd. equally impressive was his ability to depict the paintings; many remain quite recognizable, and he rendered them with considerable detail and tonal nuance. no doubt earlom was selected to create this work for his skill in reproducing oil paintings as mezzotints; he reproduced at least 50 paintings in this single print.",1,"https://lakeimagesweb.artic.edu/iiif/2/81e402fe-f448-36dd-7e9a-b6919d867753/full/6000,/0/default.jpg"
987,9018191,1799,18,#e7ddbb,Whites,"['#faf3d5', '#f3e9c9', '#e7ddbb', '#bab388', '#5a5539', '#352517', '#22251d', '#1b1b15', '#35392c', '#7a764e', '#503e26', '#1f201a']","in 1810, richard john thornton published the following apology to his subscribers, explaining why his project of botanical illustrations remained incomplete:it was my original idea, had the times been propitious, to have greatly enlarged this part of the work, and presented the world with seventy picturesque botanical coloured plates, in which case another distribution of them would have been made, and every class illustrated by select examples of the most interesting flowers, accurately described, and immortalized by poetry: but during the progress of this expensive work, with the exception of a few months respite, infuriate war has constantly and violently raged, which, like a devouring conflagration, destroys everything before it; commerce, agriculture and the arts, all the sources of public prosperity, and private happiness, are by it dried up and annihilated.",-2,"https://lakeimagesweb.artic.edu/iiif/2/2f2355d3-d64d-acbf-b88a-e9e355fa1f3b/full/6000,/0/default.jpg"
988,9018194,1792,18,#f5f2ea,Whites,"['#f9f5ee', '#f7f3ec', '#f2ede4', '#d1c9bd', '#bdb5a8', '#9a9185', '#797166', '#f5f2ea', '#e0d8cc', '#c7beb2', '#b3aa9d', '#a79e91']","this print illustrates the steps that went into producing large reproductive engravings. this etched proof  was printed after the engraver laid out the composition using stipple marks. by etching these preliminary marks with acid rather than engraving them, earlom saved time and created an image pale enough to be changed.",1,"https://lakeimagesweb.artic.edu/iiif/2/1f1a3d13-f08c-8b63-d439-b1102afc1a7f/full/6000,/0/default.jpg"
989,9018195,1792,18,#f1ebe4,Whites,"['#fbf5f0', '#f5efea', '#f1ebe4', '#998f86', '#6e655e', '#5c554e', '#554f49', '#4b453f', '#cfc6be', '#867c74', '#7a7068', '#645c56']","king lear tells the tragic tale of a king driven to madness. flattered and manipulated by his disingenuous older daughters into giving them his lands, lear banishes his youngest daughter, the devoted cordelia, in the scene depicted here. this print is based upon henry fuselis painting of the same subject, created for the boydell shakespeare gallery in london, which the publisher had reproduced for the wider commercial audience of shakespeare enthusiasts throughout britain.",0,"https://lakeimagesweb.artic.edu/iiif/2/ab420a3e-6c4e-6976-7edd-e0f98a5fea92/full/6000,/0/default.jpg"
990,9018196,1799,18,#f0e8cc,Whites,"['#f7efd5', '#cac5a3', '#716d4c', '#444738', '#3a4135', '#37291a', '#343123', '#fcf6e0', '#f0e8cc', '#624826', '#343628', '#27281e']","the consummate mezzotint engraver richard earlom produced this large-scale mixed-media print of the superb lily  around 1799. the image was intended to be included in botanist richard john thorntons grand publication of over life-sized prints of 70 species of flora, celebrating carl linnaeuss 1735 classification system. by 1810, thornton issued an apology to his neglected subscribers and printed extra impressions for an 1811 lottery. despite his efforts to raise moneyincluding the 1812 reduced-scale quarto edition of the publicationthornton had difficulty ameliorating his financial situation. nonetheless, the 33 plates completed at full scale remain absolute masterpieces.",0,"https://lakeimagesweb.artic.edu/iiif/2/4faff131-72e6-c472-4007-9e971ea5c8ea/full/6000,/0/default.jpg"
991,9018198,1771,18,#504a40,Grays,"['#38332c', '#332f29', '#2d2b25', '#2b2721', '#f1e8d7', '#d9cebc', '#7d766a', '#504a40', '#464038', '#3d3830', '#36302a', '#312c26']","working with stunning speed, richard earlom produced 200 mezzotint landscapes after claude lorrain in three years and made this sizable plate less than three months after joseph wright of derby completed the original painting. this impression is an early proof before letters, but the final published title boasted that the right honorable lord melbourne already owned the painting. he had bought it for 150 guineas directly from the artists studio, along with wrights academy by lamplight. the glow of the iron ingot on the central anvil is no less impressive in earloms mezzotint rendition.",0,"https://lakeimagesweb.artic.edu/iiif/2/34edef3d-387c-855c-4825-7fe2e60c99a3/full/6000,/0/default.jpg"
992,9018204,1970,20,#1f1f21,Blacks,"['#e2e3e5', '#e0e1e3', '#d9d9db', '#d4d5d7', '#bbbbbd', '#1f1f21', '#e9eaec', '#e7e8ea', '#e5e6e8', '#dedee0', '#787879', '#464648']","conceptual artist hanspeter feldmann is known to trade seriousness for humor and the rarified for the mundane. in the 1960s he began taking photographs while also amassing images made by others; his presentations often mix the two groups indiscriminately. it would presumably be hard for the artist to know what music was playing in a car photographed by someone else, let alone to judge its quality: good music, like fine art, is for the beholder or listener to assess. this evocative set of pictures nevertheless uses the silent, static medium of photography to convey the easy pleasure of listening to music while driving.",1,"https://lakeimagesweb.artic.edu/iiif/2/db4d97a0-c481-68ac-2bc9-d87a41146234/full/6000,/0/default.jpg"
993,9018224,1592,16,#aca18d,Grays,"['#f0e9d7', '#aca18d', '#9c917e', '#877d6b', '#7b715f', '#605747', '#dbd2bb', '#d6ccb6', '#d1c8b1', '#c5baa5', '#938876', '#726856']","orazio scarabellis etching of a mock sea battle staged in the medici familys palazzo pitti was made to document the 1589 wedding of christine of lorraine and ferdinando de medici. the artist may not actually have been present at this event, one of the many scheduled over a number of weeks of activities surrounding the marriage. this work packs the viewer into the palaces courtyard with the rest of the guests, watching in claustrophobic wonder as the christians eke out a victory over the turkish forces. the carracci headpiece engraving  may even have been designed to be worn at this very occasion by the women who are currently offstage.",-2,"https://lakeimagesweb.artic.edu/iiif/2/e0156f95-1ca6-f291-73de-ce1d4ac85300/full/6000,/0/default.jpg"
994,9018229,1773,18,#e1dccd,Whites,"['#e7e3d5', '#cfc9ba', '#c8c1b1', '#bbb5a7', '#f2eee4', '#e4e0d2', '#e1dccd', '#dcd6c6', '#d6cebe', '#aba698', '#999487', '#787267']","the swiss artist and caricaturist jean huber was voltaires longtime neighbor and his most frequent portraitist. this anonymous print after a huber painting imagines some of the leading statesmen, polymaths, writers, and clerics who often hobnobbed with voltaire coming to supper at his ferney estate. voltaire, his hand raised, calls the group to order. included in the cosmopolitan cast of characters are denis diderot and jean le rond dalembert, authors of the famous encyclopdie. although the two writers were associated with voltaire, there is no surviving record of them having dined at ferney.",0,"https://lakeimagesweb.artic.edu/iiif/2/78c245f4-998e-4818-08ba-e1cef29ac0e8/full/6000,/0/default.jpg"
995,9018232,2009,21,#222425,Blacks,"['#706739', '#668d51', '#322723', '#1d2329', '#0c254d', '#03436f', '#b1a892', '#3f4433', '#222425', '#0b3055', '#0a6881', '#053078']","carroll dunham creates prints, drawings, and paintings featuring boldly graphic, often erotic cartoon-inspired imagery. his work appears at once sophisticated and childlike, refined and obscene. bather/night is part of a recent series that explores the somewhat well-worn art-historical theme of a woman in naturea new subject for the artist. specifically, this piece depicts a woman bathing, a theme that recalls classic depictions by paul czanne, edgar degas, and pierre bonnard. shown in severe foreshortening, a female nude bends forward under a night sky inspired by the painter vincent van gogh, splashing herself with water as her geisha-style hair blends into the background. as dunham explained, its almost similar to the way you might simultaneously be having the most intimate look at someones body parts and out the other side of your eye you see a tree way off in the distancethat collision of subjects and that collision of",1,"https://lakeimagesweb.artic.edu/iiif/2/e9866c6e-7513-457f-08d6-6ef53ba06fa3/full/6000,/0/default.jpg"
996,9018238,1835,19,#888989,Grays,"['#b3b5b4', '#adafaf', '#8e8f8e', '#888989', '#808180', '#c8c8c5', '#babcba', '#aaacac', '#a5a6a5', '#9b9c9b', '#939493', '#8c8c8c']","the patterns on this rare compotea peacock-feather border with a scrolled-eye centerwere two of the most important and popular early-19th-century american patterns produced. for americans, such pressed designs were less expensive and more accessible alternatives to the cut glass produced in great britain and continental europe.",1,"https://lakeimagesweb.artic.edu/iiif/2/bf56821d-a31d-ac79-1c96-aca687d5b327/full/6000,/0/default.jpg"
997,9018242,1638,17,#37342f,Grays,"['#cfc7b7', '#aba392', '#504b43', '#e6e0d2', '#dbd4c5', '#bbb4a2', '#958e7e', '#817a6d', '#756e62', '#6a6458', '#605a50', '#37342f']","schelte adamsz. bolswert was best known for his  reproductive engravings of the work of flemish painter peter paul rubens. this engraving is from a lengthy series called small landscapes, which shows humans in all-encompassing, dramatic landscapes. the human figures in this composition, who graze sheep and fetch water from the stream, interact with and blend into  their surroundings.",1,"https://lakeimagesweb.artic.edu/iiif/2/3e3b8e46-ed2e-b36b-23e2-9d895bcbe0e1/full/6000,/0/default.jpg"
998,9018244,1638,17,#908674,Grays,"['#afa58e', '#726b5c', '#5e574b', '#595146', '#504b42', '#49433a', '#423f38', '#39352e', '#d2c8b3', '#908674', '#7c7463', '#686053']","schelte adams bolswerts engravings display a mastery of technique; he was able to achieve the effect of three-dimensionality through his use of crosshatched lines, resulting in a wide array of light and dark tones. simultaneously, bolswert added depth to his prints, making it seem as though the viewer could physically enter into the scenes.",0,"https://lakeimagesweb.artic.edu/iiif/2/96d2b330-e399-1115-41d6-6c8c575889b1/full/6000,/0/default.jpg"
999,9018245,1644,17,#d0c8b6,Grays,"['#d7d1bf', '#cac3b0', '#bfb9a6', '#b0ab99', '#aaa390', '#918d7b', '#d0c8b6', '#c5bca9', '#b8b4a1', '#9d9c8c', '#818477', '#595a4b']","ren yi was among the most successful and influential among chinese painters of the so-called  shanghai school.  arriving in shanghai in 1857, he took the artistic name bonian , claiming that it would take him a century to achieve success. however, by 1875 ren yi was the best-known painter in shanghai. his highly sought-after bird-and-flower paintings initially followed the song dynasty  convention of applying rich color fields within outlines, producing decorative patterning with lifelike representation. this work represents his mature, more spontaneous style that is characterized by looser brushwork, more ink washes, and greater tonal variation. these five pairs of birds represent the five cardinal relationships, following the neo-confucian principle that strict and proper implementation of hierarchy among different groups achieves social harmony. above, a pair of long-tailed phoenixes roosting in the b",1,"https://lakeimagesweb.artic.edu/iiif/2/5611e917-31a5-de19-6cf3-8f6c29bf64ad/full/6000,/0/default.jpg"
1000,9018248,1644,17,#5f614b,Grays,"['#f7f7e8', '#dcdbbb', '#b5b79c', '#5f614b', '#e9e8ca', '#e5e2c1', '#dfe0c0', '#d7d4b4', '#cdccae', '#c6c4a5', '#c2be9f', '#93967e']","ren yi was among the most successful and influential among chinese painters of the so-called  shanghai school.  arriving in shanghai in 1857, he took the artistic name bonian , claiming that it would take him a century to achieve success. however, by 1875 ren yi was the best-known painter in shanghai. his highly sought-after bird-and-flower paintings initially followed the song dynasty  convention of applying rich color fields within outlines, producing decorative patterning with lifelike representation. this painting represents his mature, more spontaneous style that is characterized by looser brushwork, more ink washes, and greater tonal variation. although his inscription states that ren yi executed this work in the winter with a frozen ink stone, he clearly depicted an early summer scene. four large lotus leaves, brushed with wet-ink washes, overpower a pair of young, delicate blossoms. the aquatic l",1,"https://lakeimagesweb.artic.edu/iiif/2/09afbb7f-4133-290f-1d24-3159ce9eb6e6/full/6000,/0/default.jpg"
1001,9018249,1830,19,#f0eee9,Whites,"['#f5f5f5', '#b7a36b', '#8b7d4f', '#16171a', '#0c1114', '#0b0f12', '#fbfafa', '#f0eee9', '#dbd2c1', '#574e38', '#0b1013', '#081012']","known as the princess feather pattern, the design of this dish illustrates the ornate effects that can be achieved by pressing glass into a mold. in the mid-19th century, the german porcelain manufacturer meissen produced a line of porcelain with similar decoration of naturalistic fruits and flowers. the porcelain was inspired by the archival collection of american pressed glass amassed by the firm.",1,"https://lakeimagesweb.artic.edu/iiif/2/ee81f462-4d6a-1924-48e2-cf8bf5470dba/full/6000,/0/default.jpg"
1002,9018254,1644,17,#dddecb,Whites,"['#fbfbee', '#f5f7e4', '#f1f1de', '#e8e7d3', '#e1e3d0', '#c8c9ba', '#929384', '#ececd8', '#dddecb', '#dbdac7', '#d4d6c5', '#b8baab']","ren yi was among the most successful and influential among chinese painters of the so-called shanghai school.  arriving in shanghai in 1857, he took the artistic name bonian , claiming that it would take him a century to achieve success. however, by 1875 ren yi was the best-known painter in shanghai. his highly sought-after bird-and-flower paintings initially followed the song dynasty  convention of applying rich color fields within outlines, producing decorative patterning with lifelike representation. this work represents his mature, more spontaneous style that is characterized by looser brushwork, more ink washes,  and greater tonal variation. the contrast between the delicate flowers and thick vines of the wisteria make this plant ideal for showcasing an artists calligraphic prowess. in this painting, ren yi demonstrates his impressive range of brush techniques: dry, rough strokes dragged across the",1,"https://lakeimagesweb.artic.edu/iiif/2/86f7993e-830e-04f3-b417-475d9df853cf/full/6000,/0/default.jpg"
1003,9018255,1644,17,#d7d6c2,Whites,"['#f7f9ed', '#eff1df', '#ededd9', '#ebe9d5', '#e5e7d5', '#e3e3cf', '#dfe1ce', '#dddfcc', '#e9ecdb', '#e8e8d4', '#d7d6c2', '#a0a08d']","ren yi was among the most successful and influential among chinese painters of the so-called shanghai school.  arriving in shanghai in 1857, he took the artistic name bonian , claiming that it would take him a century to achieve success. however, by 1875 ren yi was the best-known painter in shanghai. his highly sought-after bird-and-flower paintings initially followed the song dynasty  convention of applying rich color fields within outlines, producing decorative patterning with lifelike representation. this work represents his mature, more spontaneous style that is characterized by looser brushwork, more ink washes, and greater tonal variation. the mynah bird, known for its perfect imitation of the human voice, was a favorite subject of the influential 17th-century painter zhu da . known for his highly individualistic style, zhu da was particularly influential among shanghai painters. the",2,"https://lakeimagesweb.artic.edu/iiif/2/1e826f47-cadb-962f-aca3-a9fec2943a30/full/6000,/0/default.jpg"
1004,9018257,1644,17,#eeecd7,Whites,"['#f8f7e9', '#e1dfca', '#d0cfb9', '#eeecd7', '#e9e8d3', '#e5e2cd', '#dddcc7', '#d9d8c3', '#d8d6c0', '#d5d4be', '#bdbca7', '#8f8c77']","ren yi was among the most successful and influential among chinese painters of the so-called shanghai school.  arriving in shanghai in 1857, he took the artistic name bonian , claiming that it would take him a century to achieve success. however, by 1875 ren yi was the best-known painter in shanghai. his highly sought-after bird-and-flower paintings initially followed the song dynasty  convention of applying rich color fields within outlines, producing decorative patterning with lifelike representation. this work represents his mature, more spontaneous style that is characterized by looser brushwork, more ink washes, and greater tonal variation. six pairs of sparrows are perched among the branches of a weathered plum tree that is partially obscured by a large, moss-covered boulder. since the delicate, five-petal plum blossom appears at the earliest sign of spring, often when the ground is still covered w",2,"https://lakeimagesweb.artic.edu/iiif/2/b6b3d092-4daf-3b86-6e78-2df5ffddc74e/full/6000,/0/default.jpg"
1005,9018266,1621,17,#3f3b32,Grays,"['#f7f3e5', '#f2ebdd', '#d2cbbb', '#b1ab9c', '#5e594f', '#3f3b32', '#f6f0e2', '#ece4d5', '#e1daca', '#c1baab', '#999486', '#757064']","peter paul rubens was very particular about the prints made after his paintings, though he embraced the increased fame that they afforded him. schelte bolswerts engraving of the lion hunt ably captures the roiling energy of rubenss painting. the older artist proudly discussed this painting in a 1621 letter: i have almost finished a large picture, entirely by my hand, and in my opinion one of my best, representing a lion hunt, with the figures life-sized. given the printing processs usual reversing effect, rubens may have specifically requested that this engraving appear in the same direction as the painting.",1,"https://lakeimagesweb.artic.edu/iiif/2/5819f6f1-2467-3fac-9a35-dc1e111976e0/full/6000,/0/default.jpg"
1006,9018274,1952,20,#1c1714,Blacks,"['#dbd1c9', '#c8bdb4', '#c0b5aa', '#b7ada4', '#a0978f', '#4a433f', '#1c1714', '#ccc2b9', '#c4bab1', '#aaa098', '#999088', '#857c76']","in 1952 gordon parksat the time the only african american staff photographer at life magazinebrought an actor into the streets of harlem to create a series on ralph ellisons new novel invisible man, which had been immediately hailed as a breakthrough representation of black experience in america. the books narrator describes living rent-free in a building rented strictly to whites, in a section of the basement that was shut off and forgotten during the nineteenth century. to illustrate this scene, parks set his camera on the pavement to take the picture, then burned  the top and bottom of the print, producing an expressive glow around the mans face. the series, published in the august 25, 1952, issue of life, illustrated a fiction but also informed millions across america and abroad about everyday life in harlem. this rare early print was circulated in a show mounted by the american federation of the a",-1,"https://lakeimagesweb.artic.edu/iiif/2/d3a6c9bd-6ce1-4a2a-0cb5-1554d472e215/full/6000,/0/default.jpg"
1007,9018303,1854,19,#e9e8e4,Whites,"['#e8e7e3', '#e7e7e3', '#e6e5e2', '#e5e3de', '#d7d3cc', '#eaeae4', '#e9e8e4', '#e8e6e1', '#e7e8e3', '#91908e', '#e5e5e1', '#404040']","rodolphe bresdin was a reclusive, highly individual artist who focused his career as a printmaker and draftsman on intricate compositions of exotic, mysterious, and even macabre subjects. following the 1848 revolution, bresdin left paris to travel around france on foot, settling in toulouse from 1853 to 1857. it was there that he created this print, possibly inspired by thophile gautier's 1838 poem of the same title.",1,"https://lakeimagesweb.artic.edu/iiif/2/d80c4a28-8265-4c92-b4b3-93b33f8bdfae/full/6000,/0/default.jpg"
1008,9018334,1880,19,#524837,Grays,"['#a4957d', '#665945', '#403728', '#ddd6c2', '#d8ccb6', '#d5c6ad', '#bfb095', '#8a7c65', '#786a54', '#6d624e', '#5c5241', '#524837']",this haunting etching presents an altogether different vision of the fontainebleau forest than that portrayed by the barbizon painters.,0,"https://lakeimagesweb.artic.edu/iiif/2/5d9c58d2-c055-fedc-e5f9-448a8ba5beb9/full/6000,/0/default.jpg"
1009,9018375,1861,19,#eeebe3,Whites,"['#eeebe3', '#afa9a0', '#89837d', '#5b5752', '#403d39', '#f3f0e9', '#f1eee7', '#f0ece5', '#e9e4db', '#726e68', '#494642', '#322e2b']","considered the masterwork of bresdin' s career and one of the outstanding lithographs of the nineteenth century, the good samaritan relates the parable of the heathen who aided an injured traveller, whom a priest and a levite had passed by with averted eyes. the work was first exhibited in the state-sponsored salon of 1861 under the title abd el-kader aiding a christian, in reference to the muslim hero who personally saved thousands of christians from syrian aggression in 1860.  while the event surely parallels the biblical tale, bresdin probably alluded to the well-known contemporary figure of abd el-kader as a means to popularize his own religious imagery. indeed, the print was so well received that it was published in a series of editions, at such profit to the artist that he later referred to the print as my good samaritan. this proof was printed early in the first edition, before the lithographic stone b",0,"https://lakeimagesweb.artic.edu/iiif/2/27edc646-434d-896a-635f-51a0e4faf615/full/6000,/0/default.jpg"
1010,9018382,1864,19,#2f271e,Blacks,"['#675139', '#584530', '#4f4132', '#493928', '#413528', '#2f271e', '#7c6245', '#6e583f', '#5e4e3b', '#5c4a35', '#37322a', '#201a12']","in addition to being an accomplished draughtsman, bresdin was a proficient printmaker. in its intense detail, and with its clear tonal contrasts, this linear drawing recalls his etchings. unlike many of his works, however, it bears a date and signature. a friend of writers and poets, bresdin worked frequently as an illustrator. although it does not seem that this work was destined for a particular project, much of his imagery borders on the fantastic. the buildings on the shoreline seem to lean with the mast of the larger ship. above a spire, meanwhile, a flock of birds peppers the sky.",2,"https://lakeimagesweb.artic.edu/iiif/2/1b8568db-0668-4234-f3fe-1a4381019ff1/full/6000,/0/default.jpg"
1011,9018398,1857,19,#a09371,Grays,"['#e7dbbd', '#dbcba4', '#d7c9a1', '#d2c39b', '#b3a582', '#a09371', '#796d4f', '#ded0ab', '#d5c69e', '#ccbe97', '#c4b690', '#bdb08b']","bresdin, the eccentric poet of romantic landscape, was an outsider who had more of a connection with writers such as baudelaire, champfleury, gautier, and victor hugo than among artists, with the exception of his loyal disciple, odilon redon.",2,"https://lakeimagesweb.artic.edu/iiif/2/d74b94a3-7612-29c9-133d-ab1ec6fa0f43/full/6000,/0/default.jpg"
1012,9018411,1989,20,#eee4db,Whites,"['#f6ede3', '#f0e7e0', '#ecd3bf', '#e5ad9b', '#d3937a', '#ba834b', '#eee4db', '#ebdcda', '#cc8c45', '#b47231', '#ae6224', '#7d441a']","mike kelleys work takes pleasure in perversion and embraces bad taste. many of his early sculptures employ secondhand dolls and stuffed animals. used, soiled, and discarded, kelleys toys violate the sentimental association of youth with innocence. eviscerated corpse, from his series half a man, is one of the artists bestknown objects. its cartoonish horror presents childhood as pathology: dolls and stuffed animals lack sexual specificity, which perhaps reflects the desire of adults to maintain the chastity of children. kelley said that the stuffed animal is a pseudo-child, a cutified sexless being which represents the adults perfect model of a childa neutered pet. his icon of childhood is a hypersexualized monster, with the tiny doll either spilling its intestines, giving birth, or both.",-1,"https://lakeimagesweb.artic.edu/iiif/2/eeb905ea-56ae-2b73-005b-ddf6db3f2ee5/full/6000,/0/default.jpg"
1013,9018653,1969,20,#cccbc8,Grays,"['#f7f5f1', '#f5f3ee', '#f2efea', '#eeebe6', '#e4e1dc', '#d9d5d1', '#cccbc8', '#ab8157', '#eae8e3', '#b9b4ae', '#977a5c', '#7f6243']","in the late 1960s, richard serra pioneered antiform, an approach to sculpture that challenged the reductive formalism of minimalism by focusing on the process or act of creation. capturing the raw, muscular energy of working with lead and steel, the artist utilized these materials to explore fundamental properties of sculptural tension. in 1968 serra created his first props, consisting of plates and tubes in precarious configurations. although these works are entirely stable, as all are carefully balanced, they employ gravity as their fundamental support and thus have an unnerving quality. the result is an aggressive sculptural experience evoking potential danger. the title refers to the artist chuck close, who visited serras studio when this prop was being made.",-1,"https://lakeimagesweb.artic.edu/iiif/2/a45fa0be-87cc-ea6b-efe3-b9f743515240/full/6000,/0/default.jpg"
1014,9018654,1987,20,#2f2b1f,Blacks,"['#c2c3be', '#afafaa', '#978f78', '#2f2b1f', '#262115', '#ccccc9', '#babab5', '#a7a6a1', '#867857', '#7a6c4c', '#4e4836', '#353227']","capturing the raw, muscular energy required to work with lead and steel, richard serra began utilizing these materials in the late 1960s to explore the fundamental properties of sculptural tension. in 1968 he created his first props, consisting of plates and tubes, which fall into one of four categorieswall, corner, freestanding, or post-and-lintel. these sculptures entail a stable but unnerving performance of balance. a wall prop made of steel, weights and measures is not only visually striking but also physically imposing, experienced as much through the viewers sense of his or her own body as through vision. this work is a monumental form created from dense sheets that are not welded or joined; the result is a disquieting, even aggressive sculptural experience. physical proximity and the sense of precariously balanced weight create a remarkably immediate relationship between space, object, and viewer.",-2,"https://lakeimagesweb.artic.edu/iiif/2/5e98b08d-3403-29e9-e02a-edc075a992ab/full/6000,/0/default.jpg"
1015,9018656,1973,20,#3d3d3c,Grays,"['#bbaf91', '#a59d87', '#716f6f', '#6f6d6d', '#515355', '#3d3d3c', '#272723', '#bcb295', '#bbb092', '#b9ae90', '#6e6a6b', '#626467']","christina rambergs paintings frequently present the female figure in piecesa torso, a foot, the back of a head. the visual impact of her fetishistic fragmentation of the body is heightened through a meticulous attention to the painted surface; this finish-fetishism is a common formal feature of the work of the chicago imagists, with whom ramberg was affiliated in the late 1960s. a persistent concern throughout her work is the ambivalent relationship between the female body and the material that adorns it. in loose beauty, the textural interplay between the figures smooth flesh and alternately slick and scalloped undergarments calls attention to a duality of pleasurable sensuality and disciplining constraint.",1,"https://lakeimagesweb.artic.edu/iiif/2/96748fa6-3ab9-e33b-0103-fc14da721e69/full/6000,/0/default.jpg"
